,Unnamed: 0,subject_no,Trial_Index_,block,text,block_sequence,block_name,block_num,path,image,trialID,label,category,number,lastBlockType,tokenized,visual,wordnet_similarity_label,wordnet_similarity_category
6189,21,7,22,4,legs shadow,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1664,120,human,person,,,"['leg', 'shadow']",4.2352941180000006,0.04772727272727273,0.09166666666666667
6190,22,7,23,4,walking with others,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2223,121,human,person,,,"['walk', 'with', 'other']",3.0630252099999997,0.043478260869565216,0.07692307692307693
6191,23,7,24,4,light reflection,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1748,122,human,person,,,"['light', 'reflection']",4.510526316,0.045454545454545456,0.08333333333333333
6192,24,7,25,4,walking across the street,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2393,123,human,person,,,"['walk', 'across', 'the', 'street']",2.968847684,0.05298913043478261,0.09401709401709402
6193,25,7,26,4,standing in front of a white wall,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2019,124,human,person,,,"['stand', 'in', 'front', 'of', 'a', 'white', 'wall']",3.2566609977142855,0.06172106402369559,0.16965488215488214
6194,26,7,27,4,holdiing a child,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2087,125,human,person,,,"['holdie', 'a', 'child']",3.3142857145,0.06547619047619047,0.2121212121212121
6195,27,7,28,4,walking with others,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2279,126,human,person,,,"['walk', 'with', 'other']",3.0630252099999997,0.043478260869565216,0.07692307692307693
6196,28,7,29,4,white dress,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2252,127,human,person,,,"['white', 'dress']",4.476470588,0.07670454545454546,0.3055555555555556
6197,29,7,30,4,looking at something like a board,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1954,128,human,person,,,"['look', 'at', 'something', 'like', 'a', 'board']",2.957205104166667,0.049075076670984596,0.09880452880452881
6198,30,7,31,4,walking beside a building,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2008,129,human,person,,,"['walk', 'beside', 'a', 'building']",3.5247125167499997,0.05417529330572809,0.10356310356310357
6199,31,7,32,4,walking pedestrian,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1685,130,human,person,,,"['walk', 'pedestrian']",3.344537815,0.06340579710144928,0.20512820512820512
6200,32,7,33,4,standing on the line,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2262,131,human,person,,,"['stand', 'on', 'the', 'line']",3.2001633985,0.05756578947368421,0.1111111111111111
6201,33,7,34,4,head beside a car,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2334,132,human,person,,,"['head', 'beside', 'a', 'car']",3.835944027,0.05291005291005291,0.10227272727272728
6202,34,7,35,4,jeans red clothes ,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2090,133,human,person,,,"['jean', 'red', 'clothe']",3.979044834333333,0.05322128851540616,0.09545454545454546
6203,35,7,36,4,disagree,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1803,134,human,person,,,['disagree'],1.058823529,0.0,0.0
6204,36,7,37,4,arms head blue clothes,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2327,135,human,person,,,"['arm', 'head', 'blue', 'clothe']",4.12296650725,0.05105820105820106,0.1053030303030303
6205,37,7,38,4,walking beside shops,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1893,136,human,person,,,"['walk', 'beside', 'shop']",3.6707946336666666,0.05115089514066496,0.08846153846153847
6206,38,7,39,4,legs dark clothes,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1994,137,human,person,,,"['leg', 'dark', 'clothe']",4.0859133126666665,0.05131578947368421,0.10555555555555556
6207,39,7,40,4,walking aross the street,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1746,138,human,person,,,"['walk', 'aross', 'the', 'street']",2.7265795206666668,0.05298913043478261,0.09401709401709402
6208,40,7,41,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1805,139,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6209,41,7,42,4,dark clothes legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1731,140,human,person,,,"['dark', 'clothe', 'leg']",4.0859133126666665,0.05131578947368421,0.10555555555555556
6210,42,7,43,4,holding something dark clothes,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1918,141,human,person,,,"['hold', 'something', 'dark', 'clothe']",3.72619969025,0.04904306220095694,0.09722222222222221
6211,43,7,44,4,white clothes jeans,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2164,142,human,person,,,"['white', 'clothe', 'jean']",3.9938596489999996,0.0748663101604278,0.3
6212,44,7,45,4,arms,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2102,143,human,person,,,['arm'],3.818181818,0.05,0.1
6213,45,7,46,4,head arms,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1817,144,human,person,,,"['head', 'arm']",4.1459330145,0.05277777777777778,0.1125
6214,46,7,47,4,worker working,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,2275,145,human,person,,,"['worker', 'work']",3.4283088235,0.07045454545454546,0.3
6215,47,7,48,4,legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/007ET3,1783,146,human,person,,,['leg'],3.823529412,0.05,0.1
6216,0,8,1,4,a body and two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2161,99,human,person,,,"['a', 'body', 'and', 'two', 'leg']",3.1296771342,0.05554029304029304,0.11212121212121212
6217,1,8,2,4,seems to have legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2128,100,human,person,,,"['seem', 'to', 'have', 'leg']",2.37996323525,0.07045454545454546,0.3
6218,2,8,3,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1917,101,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6219,3,8,4,4,a head with a cap,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1817,102,human,person,,,"['a', 'head', 'with', 'a', 'cap']",3.3872180454,0.053323412698412696,0.10448232323232323
6220,4,8,5,4,a body and an arm holding a ba,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1788,103,human,person,,,"['a', 'body', 'and', 'an', 'arm', 'hold', 'a', 'ba']",2.6443605047142853,0.05266083123225981,0.10573593073593075
6221,5,8,6,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1748,104,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6222,6,8,7,4,a body and two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1918,105,human,person,,,"['a', 'body', 'and', 'two', 'leg']",3.1296771342,0.05554029304029304,0.11212121212121212
6223,7,8,8,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2223,106,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6224,8,8,9,4,"a head, a body ",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2271,107,human,person,,,"['a', 'head', 'a', 'body']",3.41165413575,0.05692918192918193,0.11837121212121213
6225,9,8,10,4,"a head, a body",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1805,108,human,person,,,"['a', 'head', 'a', 'body']",3.41165413575,0.05692918192918193,0.11837121212121213
6226,10,8,11,4,"a head, a body wearing a dress and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2252,109,human,person,,,"['a', 'head', 'a', 'body', 'wear', 'a', 'dress', 'and', 'leg']",3.1683129394444447,0.054161290098790095,0.10735479797979798
6227,11,8,12,4,a head a body,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2008,110,human,person,,,"['a', 'head', 'a', 'body']",3.41165413575,0.05692918192918193,0.11837121212121213
6228,12,8,13,4,a body and legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2279,111,human,person,,,"['a', 'body', 'and', 'leg']",2.9709199472499996,0.058180708180708175,0.11919191919191918
6229,13,8,14,4,"a head, a body and two legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2393,112,human,person,,,"['a', 'head', 'a', 'body', 'and', 'two', 'leg']",3.2215201872857144,0.05422262922262922,0.11073232323232324
6230,14,8,15,4,a head,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2092,113,human,person,,,"['a', 'head']",3.45112782,0.051587301587301584,0.10795454545454546
6231,15,8,16,4,a body and two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1783,114,human,person,,,"['a', 'body', 'and', 'two', 'leg']",3.1296771342,0.05554029304029304,0.11212121212121212
6232,16,8,17,4,"a head, a body and two arms",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2457,115,human,person,,,"['a', 'head', 'a', 'body', 'and', 'two', 'arm']",3.220756245285714,0.05422262922262922,0.11073232323232324
6233,17,8,18,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2327,116,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6234,18,8,19,4,"a head, a body and two arms",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2019,117,human,person,,,"['a', 'head', 'a', 'body', 'and', 'two', 'arm']",3.220756245285714,0.05422262922262922,0.11073232323232324
6235,19,8,20,4,a head,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2186,118,human,person,,,"['a', 'head']",3.45112782,0.051587301587301584,0.10795454545454546
6236,20,8,21,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1731,119,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6237,21,8,22,4,a body with two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2121,120,human,person,,,"['a', 'body', 'with', 'two', 'leg']",3.5665192394000003,0.05554029304029304,0.11212121212121212
6238,22,8,23,4,an upper part of the body,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2270,121,human,person,,,"['an', 'upper', 'part', 'of', 'the', 'body']",2.2917697555000003,0.05845818268418888,0.11904761904761904
6239,23,8,24,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2102,122,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6240,24,8,25,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1142,123,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6241,25,8,26,4,two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2226,124,human,person,,,"['two', 'leg']",3.794117647,0.04880952380952381,0.09545454545454546
6242,26,8,27,4,a body and two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1664,125,human,person,,,"['a', 'body', 'and', 'two', 'leg']",3.1296771342,0.05554029304029304,0.11212121212121212
6243,27,8,28,4,"a head, a bod and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2170,126,human,person,,,"['a', 'head', 'a', 'bod', 'and', 'leg']",2.894029191,0.05444444444444444,0.10993506493506493
6244,28,8,29,4,a head and two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1954,127,human,person,,,"['a', 'head', 'and', 'two', 'leg']",3.1612560816,0.0501984126984127,0.10170454545454546
6245,29,8,30,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2108,128,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6246,30,8,31,4,a head,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1852,129,human,person,,,"['a', 'head']",3.45112782,0.051587301587301584,0.10795454545454546
6247,31,8,32,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1926,130,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6248,32,8,33,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2090,131,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6249,33,8,34,4,a head,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2334,132,human,person,,,"['a', 'head']",3.45112782,0.051587301587301584,0.10795454545454546
6250,34,8,35,4,"a head, a body and one leg",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1994,133,human,person,,,"['a', 'head', 'a', 'body', 'and', 'one', 'leg']",3.1122764898571424,0.05422262922262922,0.11073232323232324
6251,35,8,36,4,a head  and legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1803,134,human,person,,,"['a', 'head', ' ', 'and', 'leg']",3.0103936315000004,0.05105820105820106,0.1053030303030303
6252,36,8,37,4,a head,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2040,135,human,person,,,"['a', 'head']",3.45112782,0.051587301587301584,0.10795454545454546
6253,37,8,38,4,"a head, a body , and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2275,136,human,person,,,"['a', 'head', 'a', 'body', ' ', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6254,38,8,39,4,"a head, a body, two arms and two legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1685,137,human,person,,,"['a', 'head', 'a', 'body', 'two', 'arm', 'and', 'two', 'leg']",3.348169890111111,0.05286935286935287,0.10691287878787879
6255,39,8,40,4,"a head, a body and kegs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2164,138,human,person,,,"['a', 'head', 'a', 'body', 'and', 'keg']",3.1187343361666664,0.05606966133281923,0.11691919191919191
6256,40,8,41,4,"a head, a body",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1893,139,human,person,,,"['a', 'head', 'a', 'body']",3.41165413575,0.05692918192918193,0.11837121212121213
6257,41,8,42,4,two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1746,140,human,person,,,"['two', 'leg']",3.794117647,0.04880952380952381,0.09545454545454546
6258,42,8,43,4,twolegs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2262,141,human,person,,,['twoleg'],0.0,0.0,0.0
6259,43,8,44,4,a body and two legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2087,142,human,person,,,"['a', 'body', 'and', 'two', 'leg']",3.1296771342,0.05554029304029304,0.11212121212121212
6260,44,8,45,4,a head,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2203,143,human,person,,,"['a', 'head']",3.45112782,0.051587301587301584,0.10795454545454546
6261,45,8,46,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2229,144,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6262,46,8,47,4,a head,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,1770,145,human,person,,,"['a', 'head']",3.45112782,0.051587301587301584,0.10795454545454546
6263,47,8,48,4,"a head, a body and legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/008ET3,2028,146,human,person,,,"['a', 'head', 'a', 'body', 'and', 'leg']",3.130989238166667,0.05554334554334554,0.1146969696969697
6264,0,9,1,4,waiting tor acrossing the road,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1803,99,human,person,,,"['wait', 'tor', 'acrosse', 'the', 'road']",2.2508313263333335,0.06516290726817042,0.13227513227513227
6265,1,9,2,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2108,100,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6266,2,9,3,4,waiting for traffic light,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2040,101,human,person,,,"['wait', 'for', 'traffic', 'light']",2.83789473675,0.05121389331915647,0.10648148148148147
6267,3,9,4,4,waiting for traffic light,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2262,102,human,person,,,"['wait', 'for', 'traffic', 'light']",2.83789473675,0.05121389331915647,0.10648148148148147
6268,4,9,5,4,waiting for traffic light,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1954,103,human,person,,,"['wait', 'for', 'traffic', 'light']",2.83789473675,0.05121389331915647,0.10648148148148147
6269,5,9,6,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2252,104,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6270,6,9,7,4,standing,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2170,105,human,person,,,['stand'],4.0,0.0625,0.1111111111111111
6271,7,9,8,4,standing behind something,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2092,106,human,person,,,"['stand', 'behind', 'something']",3.4695562433333333,0.06066176470588235,0.12698412698412698
6272,8,9,9,4,waiting for traffic light,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1783,107,human,person,,,"['wait', 'for', 'traffic', 'light']",2.83789473675,0.05121389331915647,0.10648148148148147
6274,10,9,11,4,waiting for traffic light,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2270,109,human,person,,,"['wait', 'for', 'traffic', 'light']",2.83789473675,0.05121389331915647,0.10648148148148147
6275,11,9,12,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1664,110,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6276,12,9,13,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1731,111,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6277,13,9,14,4,carrying shopping bag,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1788,112,human,person,,,"['carry', 'shopping', 'bag']",3.5093370683333336,0.05120772946859903,0.09294871794871795
6278,14,9,15,4,standing,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1917,113,human,person,,,['stand'],4.0,0.0625,0.1111111111111111
6279,15,9,16,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2226,114,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6280,16,9,17,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2279,115,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6281,17,9,18,4,legs,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2161,116,human,person,,,['leg'],3.823529412,0.05,0.1
6282,18,9,19,4,people shape,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2457,117,human,person,,,"['people', 'shape']",4.4362745100000005,0.05572755417956656,0.12698412698412698
6284,20,9,21,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1926,119,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6286,22,9,23,4,jeans,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2164,121,human,person,,,['jean'],3.631578947,0.058823529411764705,0.1
6287,23,9,24,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1805,122,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6288,24,9,25,4,adress,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1893,123,human,person,,,['adress'],0.0,0.0,0.0
6289,25,9,26,4,going to open the car door,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1852,124,human,person,,,"['go', 'to', 'open', 'the', 'car', 'door']",2.8334515825000004,0.05558340760546643,0.09981060606060604
6291,27,9,28,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2327,126,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6292,28,9,29,4,acrossing the road,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2090,127,human,person,,,"['acrosse', 'the', 'road']",2.560457516,0.07142857142857142,0.14285714285714285
6293,29,9,30,4,standing behind the car,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1817,128,human,person,,,"['stand', 'behind', 'the', 'car']",3.2149122805,0.05895969498910675,0.11495911495911497
6294,30,9,31,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2229,129,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6295,31,9,32,4,standing beside a car,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1142,130,human,person,,,"['stand', 'beside', 'a', 'car']",3.71752297425,0.055224867724867725,0.09764309764309764
6297,33,9,34,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1685,132,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6298,34,9,35,4,standing,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2019,133,human,person,,,['stand'],4.0,0.0625,0.1111111111111111
6299,35,9,36,4,waiting for car,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1994,134,human,person,,,"['wait', 'for', 'car']",2.340155945333333,0.054093567251461985,0.10101010101010101
6300,36,9,37,4,standing,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1918,135,human,person,,,['stand'],4.0,0.0625,0.1111111111111111
6301,37,9,38,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2028,136,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6302,38,9,39,4,cleanning the bin,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2186,137,human,person,,,"['cleanne', 'the', 'bin']",2.440972222,0.06666666666666667,0.125
6303,39,9,40,4,cleanning the bin,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2275,138,human,person,,,"['cleanne', 'the', 'bin']",2.440972222,0.06666666666666667,0.125
6304,40,9,41,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2087,139,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6305,41,9,42,4,acrossing the road,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1746,140,human,person,,,"['acrosse', 'the', 'road']",2.560457516,0.07142857142857142,0.14285714285714285
6306,42,9,43,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2102,141,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6308,44,9,45,4,walking,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2008,143,human,person,,,['walk'],3.117647059,0.043478260869565216,0.07692307692307693
6309,45,9,46,4,safety vest,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,1748,144,human,person,,,"['safety', 'vest']",3.116959064,0.05756578947368421,0.1111111111111111
6310,46,9,47,4,acrossing the road,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2393,145,human,person,,,"['acrosse', 'the', 'road']",2.560457516,0.07142857142857142,0.14285714285714285
6311,47,9,48,4,standing with friends,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/009ET3,2223,146,human,person,,,"['stand', 'with', 'friend']",3.7456140350000005,0.07670454545454546,0.3055555555555556
6312,0,10,1,4,"head, black clothes",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,2223,99,human,person,,,"['head', 'black', 'clothe']",4.231424148666666,0.051587301587301584,0.10795454545454546
6313,1,10,2,4,"shape, blue coat",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,2008,100,human,person,,,"['shape', 'blue', 'coat']",4.338997821333333,0.05302471865939359,0.10067340067340068
6314,2,10,3,4,"head, white shirt",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,1817,101,human,person,,,"['head', 'white', 'shirt']",4.624561403666667,0.06965488215488215,0.24537037037037038
6315,3,10,4,4,white shirt,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,2270,102,human,person,,,"['white', 'shirt']",4.699999999999999,0.07670454545454546,0.3055555555555556
6316,4,10,5,4,"blue dresses, legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,2252,103,human,person,,,"['blue', 'dress', 'leg']",4.208823529333333,0.05337301587301587,0.10067340067340068
6317,5,10,6,4,"shape, head",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,1954,104,human,person,,,"['shape', 'head']",4.589783282,0.054093567251461985,0.11805555555555555
6318,6,10,7,4,"shape, black vest, legs",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,2327,105,human,person,,,"['shape', 'black', 'vest', 'leg']",4.1111111110000005,0.053187656641604006,0.10328282828282828
6319,7,10,8,4,light clothes,2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,2164,106,human,person,,,"['light', 'clothe']",4.175,0.045454545454545456,0.08333333333333333
6320,8,10,9,4,"legs, outline",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,1918,107,human,person,,,"['leg', 'outline']",3.633986928,0.054411764705882354,0.10555555555555556
6321,9,10,10,4,"legs, shape",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,2226,108,human,person,,,"['leg', 'shape']",4.2647058824999995,0.05131578947368421,0.10555555555555556
6322,10,10,11,4,"outline, head",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,2334,109,human,person,,,"['outline', 'head']",3.9590643275,0.05718954248366013,0.11805555555555555
6323,11,10,12,4,"shape, hair",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,1852,110,human,person,,,"['shape', 'hair']",4.547385621,0.05964912280701754,0.11805555555555555
6324,12,10,13,4,"white clothes, head",2.0,exp_car1,3,/Hum_ExpTask_Test3_deploy/results/010ET3,1805,111,human,person,,,"['white', 'clothe', 'head']",4.274561403666667,0.07323232323232323,0.3125
