subject_no,Trial_Index_,block,text,block_sequence,block_name,label,image
25,20,1,device to roast food,1,prac,oven,oven_446005.png
25,21,1,device to dry hair,1,prac,hair drier,hair drier_239041.png
25,22,1,female ox,1,prac,cow,cow_361268.png
25,23,1,device to reheat food,1,prac,microwave,microwave_91615.png
25,24,1,small bag often for lady use,1,prac,handbag,handbag_383842.png
25,25,1,pair of boards to ski,1,prac,skis,skis_342397.png
25,26,1,equal to spfa,1,prac,couch,couch_31735.png
25,27,1,tranport etool in the water,1,prac,boat,boat_442822.png
25,28,1,yellow coat white inside fruit,1,prac,banana,banana_279769.png
25,29,1,toy with bear shaped,1,prac,teddy bear,teddy bear_205542.png
25,30,1,liquid container with cover,1,prac,bottle,bottle_385029.png
25,31,1,bear shaped toy,1,prac,teddy bear,teddy bear_82180.png
25,32,1,four legs animal can be used in war,1,prac,horse,horse_439715.png
25,33,1,four legged animal a trabsport choice in the past,1,prac,horse,horse_382088.png
25,34,1,plant in  container with arth,1,prac,potted plant,potted plant_407614.png
25,35,1,bread saussage bread agin food,1,prac,hot dog,hot dog_400082.png
25,36,1,gound transort tool common,1,prac,train,train_539143.png
25,37,1,furniture to freeze food,1,prac,refrigerator,refrigerator_536947.png
25,38,1,tool to prevent from rain ,1,prac,umbrella,umbrella_455157.png
25,39,1,furniture to sleep,1,prac,bed,bed_491757.png
25,40,1,board to slip on the groud,1,prac,skateboard,skateboard_71877.png
26,1,1,a bar on the side of the street. usually not very tall,1,prac,fire hydrant,fire hydrant_293071.png
26,2,1,"round shape fruit, with a stick on top of it",1,prac,apple,apple_562059.png
26,3,1,a bag with two rings on top for carrying,1,prac,handbag,handbag_383842.png
26,4,1,"looks soft, you can sit on it, usually appear in the room as a piece of furniture",1,prac,couch,couch_31735.png
26,5,1,stuffed animal in the shape of a bear,1,prac,teddy bear,teddy bear_82180.png
26,6,1,"usually floating on the water, has windows, look like a car without wheels",1,prac,boat,boat_442822.png
26,7,1,"flat surface, soft, pillows on it, placed in the room as a piece of furniture",1,prac,bed,bed_491757.png
26,8,1,yellow skin and long thin shape,1,prac,banana,banana_279769.png
26,9,1,short holder and big web in round shape,1,prac,tennis racket,tennis racket_394559.png
26,10,1,a board with four tiny wheels under it. the board is not very long and usually thin. one can stand on it,1,prac,skateboard,skateboard_71877.png
26,11,1,"an animal with a triangle face, two tiny ears and usually some fur on its head",1,prac,horse,horse_382088.png
26,12,1,"an animal with triangle face, two tiny years and usually with fur on its head. people can ride on it",1,prac,horse,horse_439715.png
26,13,1,round shape fruit with a tiny sick on top of it. inside the skin the fruit is white and turns yellow after exposing in oxygen for a long time,1,prac,apple,apple_216277.png
26,14,1,"used for skiing on the snow. two thin and long board, attached to one's feet",1,prac,skis,skis_342397.png
26,15,1,"long vehicle with windows, doors, running on the track",1,prac,train,train_539143.png
26,16,1,"animal, the skin is dark color. it has large ears, large legs, it has while teeth coming out of its mouth. it has very long nose like a tube",1,prac,elephant,elephant_97230.png
26,17,1,round shape. made of cloth. could be used to shade rain or sunshine,1,prac,umbrella,umbrella_180487.png
26,18,1,"round shape, made of cloth, could be used to shade rain or sunshine",1,prac,umbrella,umbrella_455157.png
26,19,1,"made of cloth, usually have zip. you can put things into it. it could be carrid on your back",1,prac,backpack,backpack_370478.png
26,20,1," electrical device,  has a hand holder, the top is a round bar, attached to wires, used for drying hair",1,prac,hair drier,hair drier_239041.png
26,21,1,"human being with head, two arms. two legs",1,prac,person,person_278705.png
26,22,1,"a large bag with wheels,",1,prac,suitcase,suitcase_350019.png
26,23,1,"a container of liquid, usually has a fat bottom and thin neck",1,prac,bottle,bottle_385029.png
26,24,1,"a wooden furniture, usually with food on it",1,prac,dining table,dining table_385029.png
26,25,1,"small cook, in the kitchen, square shape, with knobs and buttons on the side, used for instant cooking",1,prac,microwave,microwave_91615.png
26,26,1,animal with four legs and triangle head. the skin has black and while stripes,1,prac,zebra,zebra_449406.png
26,27,1,"vehicle in the sky, with two wings",1,prac,airplane,airplane_167540.png
26,28,1,"food, long shape bread with a piece of sausage in the middle",1,prac,hot dog,hot dog_400082.png
26,29,1,"animal, it has short and curly horns",1,prac,cow,cow_361268.png
26,30,1,"transparent glass, drink wine with it, thin leg and round top",1,prac,wine glass,wine glass_25394.png
26,31,1,tiny computer with keyboard and a screen,1,prac,laptop,laptop_482970.png
26,32,1,plants in a container,1,prac,potted plant,potted plant_407614.png
26,33,1,stuffed animal on the shape of bear,1,prac,teddy bear,teddy bear_205542.png
26,34,1,"cooking device, usually big, there is a window on it, there are knobs and buttons somewhere on it",1,prac,oven,oven_446005.png
26,35,1,"street vehicle, four wheels, with windows on all side and doors ",1,prac,bus,bus_226154.png
26,36,1,"two layer, square shape, box-like",1,prac,refrigerator,refrigerator_536947.png
26,37,1,a bag with two rings for carrying,1,prac,handbag,handbag_250127.png
26,38,1,"a thin long board, flat",1,prac,surfboard,surfboard_554595.png
26,39,1,a big bag for luggage,1,prac,suitcase,suitcase_23023.png
26,40,1,to rings on top. knifes for cutting attched to the bottom of the rings,1,prac,scissors,scissors_324715.png
27,1,1,"tracel, tramsort. people",1,prac,train,train_539143.png
27,2,1,"rain, wet, protect, weather",1,prac,umbrella,umbrella_455157.png
27,3,1,"sport, snow, weather",1,prac,skis,skis_342397.png
27,4,1,"sport, tennise cort, competition",1,prac,tennis racket,tennis racket_394559.png
27,5,1,"plant, flower, house, on the top of friader",1,prac,potted plant,potted plant_407614.png
27,6,1,"animal, zoo, africa, teeth",1,prac,elephant,elephant_97230.png
27,7,1,"food, micro, kitchen",1,prac,microwave,microwave_91615.png
27,8,1,"food, fast food, western, coke partner",1,prac,hot dog,hot dog_400082.png
27,9,1,"bag . not so big, handy",1,prac,handbag,handbag_250127.png
27,10,1,"a tool to travel on the revier, normally a expensive machine",1,prac,boat,boat_442822.png
27,11,1,"a kind of animal with high inteligence, be able to use tools to build.",1,prac,person,person_278705.png
27,12,1,a kind of animal. it can be used in a horse competion. it has four legs. it can run fast,1,prac,horse,horse_382088.png
27,13,1,it can protect people in raining weather. it prevent the rain to wetting people. it is handy and often be taaken with people in the bag,1,prac,umbrella,umbrella_180487.png
27,14,1,it is a kind of sport and popula among young people. we can see it on the street. sometimes it can be dangerous to the pedestrians.,1,prac,skateboard,skateboard_71877.png
27,15,1,"we often see it in a kitchen. we use it to cokk food, sucj as totast fish. it can produce high heat. the food out of it has high tempetare",1,prac,oven,oven_446005.png
27,16,1,people use it to store things. we often use it when traveling. it shound be security check when taking plane.,1,prac,suitcase,suitcase_23023.png
27,17,1,a common furniture in the living room. people can sit or lay on it to tal or wating tv,1,prac,couch,couch_31735.png
27,18,1,"it is a machine to store food with low temperature. it uses the electricity to work. it is vry common now in the houshold, it often has two levels and different levels have different ttttt",1,prac,refrigerator,refrigerator_536947.png
27,19,1,it is a kind of fruit. it is very common. sometimes people take it as breakfast.,1,prac,apple,apple_562059.png
27,20,1,it is a image in the movie and some toys. people love it because it is cute,1,prac,teddy bear,teddy bear_205542.png
27,21,1,"it is used to blow the wet hair, so the hair can become dry quickly. usually female uses it.",1,prac,hair drier,hair drier_239041.png
27,22,1,a kind of fruit. it is very common. sometimes people take it as vreakfast,1,prac,apple,apple_216277.png
27,23,1,"it is ormally a small bag. people take it on the hand and store not so many things, such as wallets",1,prac,handbag,handbag_383842.png
27,24,1,it is a kind of transport mode. it uses fuel to work. its speed is very high. and it has high security,1,prac,airplane,airplane_167540.png
27,25,1,"it is a kind of animal. we often see it on the farm. it can produce milk, which is a kind of common food in the market.",1,prac,cow,cow_361268.png
27,26,1,people often use it to store things when travelling. it has different levels. but is is smaller than suitcase normally,1,prac,backpack,backpack_370478.png
27,27,1,"people use it to drink wine. it is often made of glass. when it is broken, it can be dangerous",1,prac,wine glass,wine glass_25394.png
27,28,1,a machine to calsute meta data. common in the study and work,1,prac,laptop,laptop_482970.png
27,29,1,a kind of common fruit. can produce energy when sport,1,prac,banana,banana_279769.png
27,30,1,to store the liquid. often made of glass.,1,prac,bottle,bottle_385029.png
27,31,1,a kind of animal. people can ride. a kind of transport too.,1,prac,horse,horse_439715.png
27,32,1,public transport. a large quantity of people,1,prac,bus,bus_226154.png
27,33,1,a kind of animal. can see it in the zoo or aftrica,1,prac,zebra,zebra_449406.png
27,34,1,have dinner on it. made of wood normally.,1,prac,dining table,dining table_385029.png
27,35,1,use it to surf. it often used in the sea. a kind of sport tool,1,prac,surfboard,surfboard_554595.png
27,36,1,it is normal in the cities. to stop fire and protect people,1,prac,fire hydrant,fire hydrant_293071.png
27,37,1,a tool to cut things. it can be dangerous sometimes,1,prac,scissors,scissors_324715.png
27,38,1,an image in the movie. very humorous and cute. people love it,1,prac,teddy bear,teddy bear_82180.png
27,39,1,people can sleep on it. common in the bedroom. use it to have a rest,1,prac,bed,bed_491757.png
27,40,1,"use it to store things, it has wheels and very handy when travelling",1,prac,suitcase,suitcase_350019.png
28,1,1,yellow soft fruit peel,1,prac,banana,banana_279769.png
28,2,1,use it to carry cloth for travel,1,prac,suitcase,suitcase_23023.png
28,3,1,cubic heat food,1,prac,microwave,microwave_91615.png
28,4,1,water resistent cover body in rain,1,prac,umbrella,umbrella_455157.png
28,5,1,carry small item,1,prac,handbag,handbag_250127.png
28,6,1,furry toy,1,prac,teddy bear,teddy bear_205542.png
28,7,1,flat that use to put food on while eating,1,prac,dining table,dining table_385029.png
28,8,1,white and black horse,1,prac,zebra,zebra_449406.png
28,9,1,carry small item,1,prac,handbag,handbag_383842.png
28,10,1,flat stand wave sport,1,prac,surfboard,surfboard_554595.png
28,11,1,snow sport flat,1,prac,skis,skis_342397.png
28,12,1,transportation without rail that carries number of people,1,prac,bus,bus_226154.png
28,13,1,two shoulder bag,1,prac,backpack,backpack_370478.png
28,14,1,fruit red green,1,prac,apple,apple_216277.png
28,15,1,indoor accesseory,1,prac,potted plant,potted plant_407614.png
28,16,1,bake food,1,prac,oven,oven_446005.png
28,17,1,railed transportation on the ground,1,prac,train,train_539143.png
28,18,1,transparent container,1,prac,wine glass,wine glass_25394.png
28,19,1,personal carriable computer,1,prac,laptop,laptop_482970.png
28,20,1,glass container for water,1,prac,bottle,bottle_385029.png
28,21,1,lay down and sleep,1,prac,bed,bed_491757.png
28,22,1,street sport with rollers,1,prac,skateboard,skateboard_71877.png
28,23,1,sport equipment,1,prac,tennis racket,tennis racket_394559.png
28,24,1,human,1,prac,person,person_278705.png
28,25,1,luggage,1,prac,suitcase,suitcase_350019.png
28,26,1,freezer,1,prac,refrigerator,refrigerator_536947.png
28,27,1,cutting equipment,1,prac,scissors,scissors_324715.png
28,28,1,street food with sussage,1,prac,hot dog,hot dog_400082.png
28,29,1,grown up ponny,1,prac,horse,horse_439715.png
28,30,1,who produce milk,1,prac,cow,cow_361268.png
28,31,1,sofa,1,prac,couch,couch_31735.png
28,32,1,blower,1,prac,hair drier,hair drier_239041.png
28,33,1,fruit red or green,1,prac,apple,apple_562059.png
28,34,1,furry animal toy,1,prac,teddy bear,teddy bear_82180.png
28,35,1,jet,1,prac,airplane,airplane_167540.png
28,36,1,small version ship,1,prac,boat,boat_442822.png
28,37,1,grown ponny,1,prac,horse,horse_382088.png
28,38,1,large animal with long nose,1,prac,elephant,elephant_97230.png
28,39,1,knock off when need water,1,prac,fire hydrant,fire hydrant_293071.png
28,40,1,cover rain,1,prac,umbrella,umbrella_180487.png
29,1,1,"animal, two eyes,two ears, long hair. white",1,prac,horse,horse_382088.png
29,2,1,eatend. half. fruit. red,1,prac,apple,apple_216277.png
29,3,1,colorfu;.4 colors. on the head. small avoid sunshine,1,prac,umbrella,umbrella_180487.png
29,4,1,"heat food. grey, mordern. ",1,prac,microwave,microwave_91615.png
29,5,1,"whaite, dirty, freeze food. two boxes, about 1.8m tall",1,prac,refrigerator,refrigerator_536947.png
29,6,1,"fresh, fruirt. red and yellow",1,prac,apple,apple_562059.png
29,7,1,"brown and white, four legs. animal, black hair",1,prac,horse,horse_439715.png
29,8,1,"dark blue, for people to comfortable sit, soft, with two pillow on it",1,prac,couch,couch_31735.png
29,9,1,"opened, connected to the internet. bright screen, old version,",1,prac,laptop,laptop_482970.png
29,10,1,"green. public veichel. moving, four wheels, forigen charectors",1,prac,bus,bus_226154.png
29,11,1,"yellow, tiny, sof, comfort, an lable on its neck",1,prac,teddy bear,teddy bear_205542.png
29,12,1,"yellow, round, metal element, ",1,prac,handbag,handbag_383842.png
29,13,1,"big, flat, for people to eat meal, wooden, square",1,prac,dining table,dining table_385029.png
29,14,1,"many leaves, bright blue, fresh, on the top of refige",1,prac,potted plant,potted plant_407614.png
29,15,1,"fresh, yellow, some scar on it, fruit",1,prac,banana,banana_279769.png
29,16,1,"square, pakage things, on the ground",1,prac,suitcase,suitcase_23023.png
29,17,1,"juicy, sause on it, bread",1,prac,hot dog,hot dog_400082.png
29,18,1,"red brown, metal elements, thin ties",1,prac,handbag,handbag_250127.png
29,19,1,"for people to sleep, pink, soft, white and brown pillow",1,prac,bed,bed_491757.png
29,20,1,"orange, new, irregular",1,prac,scissors,scissors_324715.png
29,21,1,"american flat, for emergency need, water, on the street",1,prac,fire hydrant,fire hydrant_293071.png
29,22,1,"green, two lables on it , looks like wine",1,prac,bottle,bottle_385029.png
29,23,1,"white, small, dry things, can blow wind, electronic",1,prac,hair drier,hair drier_239041.png
29,24,1,"black and white, play teenis, ",1,prac,tennis racket,tennis racket_394559.png
29,25,1,"blue and wihte, two wings, big, can fly, kind of a veichel",1,prac,airplane,airplane_167540.png
29,26,1,"white, move fast on the water, a platform on the top",1,prac,boat,boat_442822.png
29,27,1,"purpul, yellow head, public veichel, lots of wheels, french",1,prac,train,train_539143.png
29,28,1,"black, cook, can heat, lots bottons on it",1,prac,oven,oven_446005.png
29,29,1,"four legs, one tail, two big teeth, big ears and long nose, huge size, ainmal",1,prac,elephant,elephant_97230.png
29,30,1,"long, two in a pair, sports, use on the snow, thin, long, flat",1,prac,skis,skis_342397.png
29,31,1,"case, packege things, wheels on the botton, zip, lv",1,prac,suitcase,suitcase_350019.png
29,32,1,"black, wheels on the botton, can move, sports, flat and long.",1,prac,skateboard,skateboard_71877.png
29,33,1,"yellow, cute, soft, often used by childs",1,prac,teddy bear,teddy bear_82180.png
29,34,1,"grey clothes, playing sports, skating, moving, hat, earphones",1,prac,person,person_278705.png
29,35,1,"black, prevent sunshine, on the table",1,prac,umbrella,umbrella_455157.png
29,36,1,"lots charactors on it, little wine, transparent, contain liquid",1,prac,wine glass,wine glass_25394.png
29,37,1,"black, package things, zip, opened, emplty, many layers",1,prac,backpack,backpack_370478.png
29,38,1,"brown and white. animal, big, eat grass, produce milk",1,prac,cow,cow_361268.png
29,39,1,"yellow, some pics on it, used to sulfing, sand on it",1,prac,surfboard,surfboard_554595.png
29,40,1,"black and whie, animal, looks like a horse, 4 legs",1,prac,zebra,zebra_449406.png
30,1,1,"four legs, very common in the ancient china as transportation, brown",1,prac,horse,horse_439715.png
30,2,1,"can use it to surf the internet, carry it everywhere",1,prac,laptop,laptop_482970.png
30,3,1,"flowers in it, can improve the air",1,prac,potted plant,potted plant_407614.png
30,4,1,"sleep in it at night, comfortable and soft",1,prac,bed,bed_491757.png
30,5,1,"cartoon characteristic, brown toy",1,prac,teddy bear,teddy bear_82180.png
30,6,1,use it to drink beer or alchohol,1,prac,wine glass,wine glass_25394.png
30,7,1,"dry our hair after washing the hair quickly, electronics",1,prac,hair drier,hair drier_239041.png
30,8,1,"use it when travelling to carry all things we need, four wheels",1,prac,suitcase,suitcase_350019.png
30,9,1,"drive people to the destination, many people sit in it, the most common transportation",1,prac,bus,bus_226154.png
30,10,1,"drinks or beer in it, transportation",1,prac,bottle,bottle_385029.png
30,11,1,"carry things with us, in the back, black",1,prac,backpack,backpack_370478.png
30,12,1,"yellow fruit, long, too sweet",1,prac,banana,banana_279769.png
30,13,1,"red and round, fruit, many vatamins, can be made into pie",1,prac,apple,apple_216277.png
30,14,1,"carry it when go out, put things in it",1,prac,handbag,handbag_250127.png
30,15,1,"white, long face, four legs, animal",1,prac,horse,horse_382088.png
30,16,1,"fast speed, specific routes, loud noise,a kind of transportation",1,prac,train,train_539143.png
30,17,1,"need it in rainy day, avoid wet",1,prac,umbrella,umbrella_455157.png
30,18,1,"use it to surf in the waves, sit on it",1,prac,surfboard,surfboard_554595.png
30,19,1,"family have their dinner on it, with plates and glasses",1,prac,dining table,dining table_385029.png
30,20,1,"keep food in lower temperture, in the kitchen",1,prac,refrigerator,refrigerator_536947.png
30,21,1,"use it when state, with wheels",1,prac,skateboard,skateboard_71877.png
30,22,1,"cartoon characteristic, toy, a bear named teddy",1,prac,teddy bear,teddy bear_205542.png
30,23,1,"red and round, cheap fruit",1,prac,apple,apple_562059.png
30,24,1,"long nose, four legs, two long teeth which are valuable, a kind of animal",1,prac,elephant,elephant_97230.png
30,25,1,"produce milk, brown and white, animal",1,prac,cow,cow_361268.png
30,26,1,transportation in the river,1,prac,boat,boat_442822.png
30,27,1,to put off fire,1,prac,fire hydrant,fire hydrant_293071.png
30,28,1,"lie or sit in it, in the living room, soft and comfortable",1,prac,couch,couch_31735.png
30,29,1,"bread,meat and vegetables, long shape, as meals",1,prac,hot dog,hot dog_400082.png
30,30,1,hold it with hands when play tennis,1,prac,tennis racket,tennis racket_394559.png
30,31,1,"carry things when travelling, four wheels",1,prac,suitcase,suitcase_23023.png
30,32,1,"board are made of platistic, use it to sking",1,prac,skis,skis_342397.png
30,33,1,"fly in the sky, the safest transportation",1,prac,airplane,airplane_167540.png
30,34,1,"aviod wet, emerge in the rainy day",1,prac,umbrella,umbrella_180487.png
30,35,1,"carry it in hands, put things in it",1,prac,handbag,handbag_383842.png
30,36,1,"warm food, in the kitchen, can do meals quickly",1,prac,microwave,microwave_91615.png
30,37,1,black and white animals,1,prac,zebra,zebra_449406.png
30,38,1,"sharp, 'two legs', cut paper easily",1,prac,scissors,scissors_324715.png
30,39,1,"make food easily, can do pies and pizza, in the kitchen",1,prac,oven,oven_446005.png
30,40,1,"two legs, live in this world and be the host, have brains",1,prac,person,person_278705.png
31,1,1,handles connected to rectangle or circ;e with pockets clasp and zipper,1,prac,handbag,handbag_383842.png
31,2,1,cilinder with handle and wires and netted back and front buttons on hand;e,1,prac,hair drier,hair drier_239041.png
31,3,1,square fabric container with pockets and zippers and hande,1,prac,suitcase,suitcase_23023.png
31,4,1,vehicle ith wings and a tail and base with small whee;s propellor bits,1,prac,airplane,airplane_167540.png
31,5,1,yellow cylindrical fruit with browner stem at one end,1,prac,banana,banana_279769.png
31,6,1,cylindrical vehicle often with people riding it with four small heels and a black sandpaper like cover  top,1,prac,person,person_278705.png
31,7,1,long oval wooden board with fin like pertrusions,1,prac,surfboard,surfboard_554595.png
31,8,1,animal with four legs bushy long tail and main shorter and on longer part of neck hooves sometimes saddles,1,prac,horse,horse_439715.png
31,9,1,circle with net and handle connecte by triangle bit used for sports,1,prac,tennis racket,tennis racket_394559.png
31,10,1,square seat with square cushions arm rests square pillowed back with extra pillows on top,1,prac,couch,couch_31735.png
31,11,1,"square kitchen appliance with window and then below a compartment, on top a stovetop and buttons",1,prac,oven,oven_446005.png
31,12,1,metal or plSTIC RECTANGLE WITH TWO DOORS AND HANDLES sometimes in kithcen,1,prac,refrigerator,refrigerator_536947.png
31,13,1,square fabric container with wheels and pockets and a zipper and legs at one end,1,prac,suitcase,suitcase_350019.png
31,14,1,circle fruit usually red or yellow or green with stem,1,prac,apple,apple_562059.png
31,15,1,square wooden kictehn appliance usually with food or drink on top,1,prac,dining table,dining table_385029.png
31,16,1,vehicle in water with eoutside and inside sections with rail around edge and safety features,1,prac,boat,boat_442822.png
31,17,1,two long circular boards wit things for feet on top in the snow,1,prac,skis,skis_342397.png
31,18,1,squae screen connected to squre keybpad with buttons,1,prac,laptop,laptop_482970.png
31,19,1,soft animal toy resembling a bear with circle head eyes round ears and nose,1,prac,teddy bear,teddy bear_205542.png
31,20,1,soft toy looks like a bear with round head longer lagrger body with arms and legs and nose and mouth and round ears,1,prac,teddy bear,teddy bear_82180.png
31,21,1,circle connected to handle divided into triangular sections usually outside many colors,1,prac,umbrella,umbrella_455157.png
31,22,1,animal with long mane along length of neck with emsall eyes wide apart and nose in middle with skinnier triangle ears,1,prac,horse,horse_382088.png
31,23,1,circular object wdivided into triangle sections with metal bits inside,1,prac,umbrella,umbrella_180487.png
31,24,1,circular object with yellow red or green outsde a stem in the middle,1,prac,apple,apple_216277.png
31,25,1,square object with handle buttons and door with window,1,prac,microwave,microwave_91615.png
31,26,1,circular or square object with handles pockets sipper clasps for hoding items,1,prac,handbag,handbag_250127.png
31,27,1,animal with big four legs big ears long ail tusks long snout small black eyes,1,prac,elephant,elephant_97230.png
31,28,1,used for cutting with two blades held together by bold with round hanldes,1,prac,scissors,scissors_324715.png
31,29,1,square vehicle with four or siz wheels all one long shape ,1,prac,bus,bus_226154.png
31,30,1,long rectangle vehicle on rails with many doos and windows divded into individual vars,1,prac,train,train_539143.png
31,31,1,bag for holding things with two straps on flat back and then larg pocets with zippers on other side,1,prac,backpack,backpack_370478.png
31,32,1,green or colorful leaves sticking out of cylinder with plate at bottom,1,prac,potted plant,potted plant_407614.png
31,33,1,long cylinder with point at the end and label wrapped around hollw with liquid inside,1,prac,bottle,bottle_385029.png
31,34,1,sqare object with soft fabric on top a headboard and pillows usually in bedroom,1,prac,bed,bed_491757.png
31,35,1,cylinder with circle bit on one side and triangle top,1,prac,fire hydrant,fire hydrant_293071.png
31,36,1,animal with four legs a shorter tail usually spots and horns small blac eyes triangle floppy ears sometime,1,prac,cow,cow_361268.png
31,37,1,piece of bread bun with long sauage pink in between with sauces or toppings on top,1,prac,hot dog,hot dog_400082.png
31,38,1,animal with black and white stripes like horse in shape with tail and long main running along neck wth pointed ears skinny nsout hooves,1,prac,zebra,zebra_449406.png
31,39,1,long oval with wheels and black sandppaer on top used for riding often with people n top,1,prac,skateboard,skateboard_71877.png
31,40,1,for drinking with circle bae connected to glass handle and glass vase circular top sometimes with liquid,1,prac,wine glass,wine glass_25394.png
32,1,1,big animal with big ears,1,prac,elephant,elephant_97230.png
32,2,1,a vehicle used in the water to carry people,1,prac,boat,boat_442822.png
32,3,1,a small bag to carry some belongings,1,prac,handbag,handbag_250127.png
32,4,1,yellow peel fruit,1,prac,banana,banana_279769.png
32,5,1,can put lots of food and drinks on it,1,prac,dining table,dining table_385029.png
32,6,1,"stand by the street, containing water",1,prac,fire hydrant,fire hydrant_293071.png
32,7,1,stand in the vase,1,prac,potted plant,potted plant_407614.png
32,8,1,transparent cup used to drink wine,1,prac,wine glass,wine glass_25394.png
32,9,1,a big container to put your luggage in,1,prac,suitcase,suitcase_23023.png
32,10,1,long wide board used in the surface of the sea,1,prac,surfboard,surfboard_554595.png
32,11,1,water container,1,prac,bottle,bottle_385029.png
32,12,1,has two color on it and it's a big animal,1,prac,cow,cow_361268.png
32,13,1,a long vehicle has lots of rooms,1,prac,train,train_539143.png
32,14,1,has pillows and other sleeping things on it,1,prac,bed,bed_491757.png
32,15,1,two knives together to cut things,1,prac,scissors,scissors_324715.png
32,16,1,a big luggage container,1,prac,suitcase,suitcase_350019.png
32,17,1,a box which can heat things,1,prac,microwave,microwave_91615.png
32,18,1,a round red fruit but bitten,1,prac,apple,apple_216277.png
32,19,1,long borad with four small wheels,1,prac,skateboard,skateboard_71877.png
32,20,1,a bag used to put some belongings in it,1,prac,handbag,handbag_383842.png
32,21,1,animal with white and black stripps,1,prac,zebra,zebra_449406.png
32,22,1,an elegant animal has smooth hair and tail,1,prac,horse,horse_439715.png
32,23,1,a large bag can hold many things,1,prac,backpack,backpack_370478.png
32,24,1,two borads together to go skiing,1,prac,skis,skis_342397.png
32,25,1,powered by electricity to generate hot wind to dry the user's hair,1,prac,hair drier,hair drier_239041.png
32,26,1,a comfortable sofa,1,prac,couch,couch_31735.png
32,27,1,"electronic device, like a small computer",1,prac,laptop,laptop_482970.png
32,28,1,two breads and meat in between,1,prac,hot dog,hot dog_400082.png
32,29,1,red round fruit,1,prac,apple,apple_562059.png
32,30,1,a stick and water-tight cloth to protect the user from the rain,1,prac,umbrella,umbrella_455157.png
32,31,1,big vehicle flying in the sky,1,prac,airplane,airplane_167540.png
32,32,1,a male human being,1,prac,person,person_278705.png
32,33,1,like a large box and has two part to maintain food in different temperature,1,prac,refrigerator,refrigerator_536947.png
32,34,1,animal with long face and smooth hair,1,prac,horse,horse_382088.png
32,35,1,has lines to play sports,1,prac,tennis racket,tennis racket_394559.png
32,36,1,a toy looks like a bear,1,prac,teddy bear,teddy bear_205542.png
32,37,1,a toy looks like a bear,1,prac,teddy bear,teddy bear_82180.png
32,38,1,has water-tight surface,1,prac,umbrella,umbrella_180487.png
32,39,1,a big heater used in the kitchen,1,prac,oven,oven_446005.png
32,40,1,big vehicle can transport many people and their luggage,1,prac,bus,bus_226154.png
33,1,1,"usually brought during travel, large container with wheels",1,prac,suitcase,suitcase_23023.png
33,2,1,"human with hands and feet, stand-up",1,prac,person,person_278705.png
33,3,1,nyron fabric to defend rain and uv,1,prac,umbrella,umbrella_455157.png
33,4,1,yellow fruit long shaped,1,prac,banana,banana_279769.png
33,5,1,"black and white animal, four feet, horse-like",1,prac,zebra,zebra_449406.png
33,6,1,"fabric made, to defend sunlights",1,prac,umbrella,umbrella_180487.png
33,7,1,can carry on shoulder or in hand,1,prac,handbag,handbag_250127.png
33,8,1,"vehicle run on the railway, to transport goods or people",1,prac,train,train_539143.png
33,9,1,"fruit, red outside and yellow inside",1,prac,apple,apple_216277.png
33,10,1,"placed near mirror, need electricity",1,prac,hair drier,hair drier_239041.png
33,11,1,glass container for beer or drinks,1,prac,bottle,bottle_385029.png
33,12,1,four wheeled vehicle on the road has many seats,1,prac,bus,bus_226154.png
33,13,1,"fruit, red outside",1,prac,apple,apple_562059.png
33,14,1,"has two-sided shape knife, use one hand to control to cut paper",1,prac,scissors,scissors_324715.png
33,15,1,"used to surf in the sea, long",1,prac,surfboard,surfboard_554595.png
33,16,1,"has handler, container and sort of decoration for women",1,prac,handbag,handbag_383842.png
33,17,1,long tool wore under feet to move fast in snow mountain,1,prac,skis,skis_342397.png
33,18,1,heater in the kitchen,1,prac,oven,oven_446005.png
33,19,1,"glass to contain red wine, put hand under",1,prac,wine glass,wine glass_25394.png
33,20,1,"road side, used during fire emergencies",1,prac,fire hydrant,fire hydrant_293071.png
33,21,1,four wheels and a board,1,prac,skateboard,skateboard_71877.png
33,22,1,table where people sit around to eat food,1,prac,dining table,dining table_385029.png
33,23,1,"where people sleep onside, has pillows on side",1,prac,bed,bed_491757.png
33,24,1,"animal with long nose, huge",1,prac,elephant,elephant_97230.png
33,25,1,toy bear-like,1,prac,teddy bear,teddy bear_205542.png
33,26,1,bread with sausage and sauces,1,prac,hot dog,hot dog_400082.png
33,27,1,vehicle flying in the sky,1,prac,airplane,airplane_167540.png
33,28,1,bear-like toy,1,prac,teddy bear,teddy bear_82180.png
33,29,1,"animal looks loyalty, larger than horse",1,prac,cow,cow_361268.png
33,30,1,carry on back for computer or book or other personal items,1,prac,backpack,backpack_370478.png
33,31,1,animal with long face and furs,1,prac,horse,horse_382088.png
33,32,1,used to hit tennis ball,1,prac,tennis racket,tennis racket_394559.png
33,33,1,ceramic container to plant plants inside room,1,prac,potted plant,potted plant_407614.png
33,34,1,"has door, need electricity, usually two layer, used to freeze foods",1,prac,refrigerator,refrigerator_536947.png
33,35,1,in-water vehicle,1,prac,boat,boat_442822.png
33,36,1,convenient computer with screen and keyboards,1,prac,laptop,laptop_482970.png
33,37,1,"large container for travel, has wheels",1,prac,suitcase,suitcase_350019.png
33,38,1,animals that people can ride on as vehicle,1,prac,horse,horse_439715.png
